employee_name,user_id,O,C,E,A,N,role,business_unit,functional_unit,department,team,supervisor,total_logons,avg_logon_hour,after_hours_logons,weekend_logons,active_months,after_hours_ratio,weekend_ratio
2122,2187,42,11,38,25,27,32,1,2,10,51,222,80,11.5,40,0,2,0.5,0.0
3252,3139,20,15,23,37,30,42,1,3,18,72,57,80,11.0,40,0,2,0.5,0.0
3249,3171,17,50,20,18,29,38,1,5,12,87,175,80,12.0,0,0,2,0.0,0.0
3473,3333,10,45,49,37,29,9,1,3,18,36,64,113,12.079646017699115,18,0,2,0.1592920353982301,0.0
2682,2509,24,31,20,40,21,30,1,1,5,3,28,152,12.151315789473685,24,36,2,0.15789473684210525,0.23684210526315788
3134,3160,42,45,19,44,24,28,1,5,12,15,33,80,12.5,40,0,2,0.5,0.0
3183,3270,41,19,43,17,29,31,1,8,11,47,83,129,11.914728682170542,42,0,2,0.32558139534883723,0.0
3969,3984,40,17,35,40,28,31,1,8,11,5,75,80,12.025,16,0,2,0.2,0.0
2403,2295,49,38,42,13,29,23,1,4,18,75,11,80,12.0,40,0,2,0.5,0.0
963,1036,45,39,44,22,24,42,1,9,14,4,205,130,11.438461538461539,42,0,2,0.3230769230769231,0.0
1908,2034,38,30,43,39,25,23,1,2,18,17,15,80,12.6,16,0,2,0.2,0.0
2678,2600,30,30,14,36,23,31,1,8,11,62,168,80,12.5875,15,0,2,0.1875,0.0
2332,2365,10,21,23,23,32,21,1,3,18,26,25,132,13.787878787878787,0,0,2,0.0,0.0
3879,3892,21,20,50,25,33,9,1,3,18,36,64,115,12.173913043478262,20,0,2,0.17391304347826086,0.0
2019,1908,41,34,29,24,32,42,1,9,14,46,185,80,13.0,0,0,2,0.0,0.0
2905,2933,35,17,41,43,34,35,1,4,16,28,8,80,11.5,40,0,2,0.5,0.0
3303,3348,12,38,41,32,32,38,1,5,12,63,190,80,11.6125,14,0,2,0.175,0.0
1566,1607,33,36,39,19,28,21,1,4,18,26,198,80,12.0125,40,0,2,0.5,0.0
1943,1862,44,48,38,43,33,9,1,2,18,42,76,144,13.229166666666666,51,33,2,0.3541666666666667,0.22916666666666666
3099,3143,18,14,18,26,33,16,1,0,21,29,39,318,13.044025157232705,196,0,2,0.6163522012578616,0.0
2630,2640,42,35,44,14,35,16,1,0,21,50,211,286,12.272727272727273,165,0,2,0.5769230769230769,0.0
46,20,36,35,19,44,21,31,1,9,11,62,47,152,12.302631578947368,0,31,2,0.0,0.20394736842105263
1989,1987,41,42,22,22,25,5,1,2,16,58,163,115,12.704347826086957,0,0,2,0.0,0.0
2445,2314,36,35,20,17,23,22,1,2,10,44,0,80,12.525,42,0,2,0.525,0.0
3491,3473,41,26,34,14,28,34,1,2,16,82,136,106,11.235849056603774,41,0,2,0.3867924528301887,0.0
1507,1503,19,46,18,18,31,38,1,5,12,87,175,155,12.038709677419355,10,1,2,0.06451612903225806,0.0064516129032258064
28,73,34,15,18,30,39,42,1,9,14,4,205,80,11.5125,40,0,2,0.5,0.0
2654,2545,24,20,39,34,27,28,1,6,12,65,69,114,11.75438596491228,14,0,2,0.12280701754385964,0.0
3640,3644,44,45,22,34,27,32,1,2,10,1,19,80,13.5,0,0,2,0.0,0.0
2968,3010,43,20,50,35,34,45,1,3,16,88,171,80,11.0375,40,0,2,0.5,0.0
1290,1342,46,43,33,41,30,42,1,8,14,33,35,80,11.6125,17,0,2,0.2125,0.0
3281,3377,22,17,36,36,32,26,1,3,10,68,56,80,12.5,0,0,2,0.0,0.0
2787,2768,39,24,42,23,31,9,1,2,18,25,204,80,13.5,40,0,2,0.5,0.0
1907,2008,16,34,17,40,27,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
2841,2837,22,18,38,23,30,38,1,6,12,19,50,138,12.55072463768116,80,0,2,0.5797101449275363,0.0
3765,3765,42,12,33,18,29,23,1,2,18,24,104,80,13.0,0,0,2,0.0,0.0
2523,2468,37,38,16,37,33,23,1,4,18,37,209,96,9.989583333333334,44,0,2,0.4583333333333333,0.0
3551,3521,24,18,32,18,28,23,1,4,18,75,11,80,12.0,40,0,2,0.5,0.0
2201,2250,20,32,23,47,29,28,1,5,12,49,145,80,11.5,40,0,2,0.5,0.0
2329,2459,40,20,45,44,29,42,1,8,14,54,161,80,12.05,17,0,2,0.2125,0.0
2503,2521,21,29,17,13,20,9,1,3,18,42,229,90,11.433333333333334,24,2,2,0.26666666666666666,0.022222222222222223
2408,2457,18,13,50,45,32,38,1,5,12,7,92,134,13.791044776119403,41,0,2,0.30597014925373134,0.0
3257,3118,45,50,24,38,39,31,1,9,11,5,225,80,12.025,0,0,2,0.0,0.0
315,195,36,38,40,17,46,39,1,5,12,27,148,80,11.975,0,0,2,0.0,0.0
3,230,21,35,41,40,38,9,1,3,16,43,111,80,12.525,38,0,2,0.475,0.0
1494,1508,23,19,27,19,15,5,1,2,16,11,228,80,13.5,0,0,2,0.0,0.0
3835,3843,16,24,45,25,33,5,1,4,16,80,230,80,12.0,40,0,2,0.5,0.0
3224,3119,36,40,17,16,31,1,1,2,18,72,66,128,13.0625,0,0,2,0.0,0.0
3117,3107,41,40,10,26,31,38,1,6,12,79,31,80,11.6125,40,0,2,0.5,0.0
1816,1942,21,24,22,17,28,34,1,2,16,88,24,80,13.0,0,0,2,0.0,0.0
3934,3942,16,42,49,44,31,42,1,9,14,33,88,80,12.5,40,0,2,0.5,0.0
146,291,37,48,33,42,29,26,1,3,10,1,48,80,12.6875,17,0,2,0.2125,0.0
163,21,41,37,17,37,28,42,1,8,14,54,161,80,12.025,17,0,2,0.2125,0.0
1196,1256,50,18,18,15,30,16,1,0,21,50,211,370,11.645945945945947,222,1,2,0.6,0.002702702702702703
1300,1329,21,19,38,32,30,9,1,3,18,40,78,107,11.42056074766355,40,0,2,0.37383177570093457,0.0
3908,3921,29,40,27,43,34,9,1,4,16,67,130,140,11.3,41,0,2,0.29285714285714287,0.0
3417,3331,44,36,16,18,29,38,1,5,12,79,202,108,12.425925925925926,19,0,2,0.17592592592592593,0.0
2749,2789,47,20,19,36,40,6,1,4,16,82,36,80,12.5125,18,0,2,0.225,0.0
1956,2010,43,42,32,15,34,9,1,2,18,18,51,129,13.023255813953488,1,7,2,0.007751937984496124,0.05426356589147287
3912,3909,37,37,29,30,32,4,1,2,18,31,219,113,12.36283185840708,0,0,2,0.0,0.0
1510,1575,19,45,45,18,30,36,1,2,16,6,224,80,11.0,40,0,2,0.5,0.0
147,273,42,17,48,18,27,9,1,4,18,18,18,126,12.619047619047619,0,0,2,0.0,0.0
649,662,14,19,33,23,20,38,1,6,12,63,140,80,12.025,40,0,2,0.5,0.0
708,752,20,40,18,44,29,33,1,0,21,73,13,116,11.491379310344827,40,0,2,0.3448275862068966,0.0
479,503,21,42,20,14,36,41,1,3,18,3,41,139,11.820143884892087,43,1,2,0.30935251798561153,0.007194244604316547
1728,1741,44,35,37,43,29,38,1,6,12,63,140,80,12.0875,40,0,2,0.5,0.0
1277,1273,37,21,36,22,37,28,1,6,12,81,60,80,11.925,24,0,2,0.3,0.0
184,9,41,36,17,20,29,40,1,4,18,10,243,80,13.0375,0,0,2,0.0,0.0
3742,3699,21,39,12,20,27,38,1,6,12,19,50,122,12.737704918032787,88,11,2,0.7213114754098361,0.09016393442622951
1629,1524,17,19,15,38,22,6,1,2,16,28,234,149,12.476510067114093,10,2,2,0.06711409395973154,0.013422818791946308
815,659,26,30,39,25,24,25,1,0,20,69,45,80,12.5375,16,0,2,0.2,0.0
237,58,50,13,10,18,36,23,1,4,18,75,11,80,12.0,40,0,2,0.5,0.0
1330,1308,33,45,23,18,33,45,1,4,16,88,7,140,12.685714285714285,0,0,2,0.0,0.0
3205,3138,18,12,24,27,24,33,1,0,21,0,139,113,12.858407079646017,0,0,2,0.0,0.0
100,321,12,35,15,44,26,35,1,4,16,58,244,80,12.5125,41,0,2,0.5125,0.0
1382,1507,41,40,30,39,21,38,1,5,12,63,190,80,11.6125,15,0,2,0.1875,0.0
3715,3717,44,44,37,44,29,38,1,6,12,13,40,109,13.275229357798166,56,25,2,0.5137614678899083,0.22935779816513763
3662,3589,43,42,41,24,27,13,1,4,18,39,164,107,12.289719626168225,40,0,2,0.37383177570093457,0.0
267,223,39,38,26,36,27,20,1,0,21,73,173,113,11.486725663716815,40,0,2,0.35398230088495575,0.0
2922,2936,42,15,19,50,30,22,1,3,10,51,147,80,13.0,0,0,2,0.0,0.0
3965,3982,41,19,43,32,23,32,1,2,10,74,238,80,10.5,40,0,2,0.5,0.0
721,625,27,35,26,45,28,25,1,0,20,60,71,80,12.5375,43,0,2,0.5375,0.0
1982,1914,44,41,19,46,25,34,1,4,16,80,230,106,11.79245283018868,53,20,2,0.5,0.18867924528301888
3013,3008,39,40,39,22,33,31,1,8,11,34,214,80,11.0,40,0,2,0.5,0.0
867,767,42,17,37,23,25,31,1,9,11,55,208,80,13.0375,0,0,2,0.0,0.0
3008,2946,10,12,37,45,29,23,1,4,18,37,209,80,10.0,40,0,2,0.5,0.0
701,701,36,25,22,19,28,31,1,8,11,34,214,112,11.3125,40,0,2,0.35714285714285715,0.0
358,529,45,41,40,15,23,23,1,4,18,37,209,90,9.88888888888889,44,0,2,0.4888888888888889,0.0
1490,1458,39,35,16,11,31,23,1,3,18,31,85,80,12.0125,22,0,2,0.275,0.0
3324,3320,35,25,24,41,24,15,1,0,3,3,5,80,11.0125,40,0,2,0.5,0.0
1310,1349,23,39,16,18,33,9,1,4,18,18,18,80,12.5,0,0,2,0.0,0.0
2042,1845,35,40,22,44,29,31,1,9,11,5,225,80,12.025,0,0,2,0.0,0.0
1364,1351,35,47,38,16,34,26,1,3,10,30,97,80,12.6375,19,0,2,0.2375,0.0
2809,2767,34,17,14,44,27,31,1,9,11,62,47,136,12.294117647058824,4,0,2,0.029411764705882353,0.0
585,356,30,44,48,24,26,28,1,6,12,15,151,80,12.0125,0,0,2,0.0,0.0
1185,1257,47,44,20,45,25,1,1,4,18,31,221,80,13.5,40,0,2,0.5,0.0
3532,3610,20,14,33,36,36,33,1,0,21,85,217,157,11.585987261146498,23,26,2,0.1464968152866242,0.16560509554140126
541,499,42,35,25,47,26,33,1,0,21,0,139,80,13.0,0,0,2,0.0,0.0
2394,2450,34,23,27,13,33,38,1,6,12,63,140,139,11.899280575539569,43,0,2,0.30935251798561153,0.0
3208,3212,45,10,19,21,31,40,1,3,18,39,142,137,12.489051094890511,0,0,2,0.0,0.0
2959,3019,19,18,20,21,40,28,1,6,12,20,98,115,12.31304347826087,2,0,2,0.017391304347826087,0.0
811,771,46,40,33,40,29,42,1,8,14,70,170,110,12.436363636363636,22,0,2,0.2,0.0
3817,3768,35,46,41,38,33,38,1,6,12,13,40,113,12.84070796460177,42,0,2,0.37168141592920356,0.0
3710,3709,40,42,22,42,29,43,1,2,18,14,62,80,12.0,0,0,2,0.0,0.0
2901,2930,39,50,45,16,26,38,1,5,12,48,55,142,11.19718309859155,53,0,2,0.3732394366197183,0.0
2340,2422,33,45,46,41,36,9,1,3,18,38,118,80,12.075,17,0,2,0.2125,0.0
786,790,41,41,32,41,32,23,1,3,18,75,3,80,12.075,18,0,2,0.225,0.0
3321,3476,37,50,43,14,23,31,1,9,11,34,49,80,11.5,40,0,2,0.5,0.0
3709,3706,42,38,30,21,25,28,1,5,12,8,17,160,13.1125,55,46,2,0.34375,0.2875
2138,2232,33,38,37,16,24,31,1,8,11,47,83,80,12.0,40,0,2,0.5,0.0
1179,1242,35,30,47,48,33,9,1,4,18,64,113,88,12.25,40,0,2,0.45454545454545453,0.0
2741,2856,13,24,36,16,38,1,1,4,16,43,86,112,11.625,40,0,2,0.35714285714285715,0.0
2619,2642,44,17,34,24,31,21,1,2,18,86,53,80,13.525,40,0,2,0.5,0.0
2120,2123,39,39,24,15,30,38,1,5,12,19,227,112,11.491071428571429,40,0,2,0.35714285714285715,0.0
1745,1687,14,40,34,36,36,9,1,3,18,42,229,157,11.834394904458598,22,25,2,0.14012738853503184,0.1592356687898089
1395,1480,36,42,38,14,30,31,1,9,11,71,146,80,13.0,0,0,2,0.0,0.0
108,216,36,46,31,43,30,23,1,4,18,37,209,80,10.0,40,0,2,0.5,0.0
495,472,37,45,50,10,33,19,1,2,10,68,34,80,12.1125,17,0,2,0.2125,0.0
1413,1456,17,21,25,19,24,35,1,4,16,3,2,135,11.807407407407407,0,0,2,0.0,0.0
2976,2980,38,18,19,43,29,23,1,4,18,17,82,80,11.9875,20,0,2,0.25,0.0
3075,3214,39,37,17,41,27,22,1,4,10,30,126,80,11.6,15,0,2,0.1875,0.0
491,431,36,47,13,35,33,42,1,9,14,70,218,113,12.787610619469026,0,0,2,0.0,0.0
2535,2564,44,26,26,13,27,42,1,8,14,70,170,106,12.320754716981131,25,0,2,0.2358490566037736,0.0
1331,1267,38,17,16,42,34,9,1,2,18,18,51,80,13.0125,1,0,2,0.0125,0.0
39,76,16,12,19,46,21,1,1,6,19,3,216,80,11.525,40,0,2,0.5,0.0
2214,2074,41,50,27,39,31,38,1,5,12,48,55,133,11.37593984962406,48,0,2,0.3609022556390977,0.0
2720,2621,17,20,25,19,35,23,1,4,18,31,221,114,13.412280701754385,42,0,2,0.3684210526315789,0.0
1443,1465,27,18,15,43,28,20,1,8,11,47,156,80,12.0,40,0,2,0.5,0.0
3202,3120,34,23,30,19,21,20,1,5,1,3,32,189,13.502645502645503,57,38,2,0.30158730158730157,0.20105820105820105
1139,992,30,41,36,22,37,4,1,4,18,38,110,80,12.5,40,0,2,0.5,0.0
3076,3255,41,31,33,16,28,38,1,6,12,13,40,122,12.721311475409836,40,0,2,0.32786885245901637,0.0
3163,3069,40,20,24,18,30,13,1,4,18,35,4,80,12.5125,41,0,2,0.5125,0.0
2295,2437,42,38,41,22,25,38,1,5,12,48,55,80,11.5125,40,0,2,0.5,0.0
1785,1874,50,34,13,15,27,34,1,2,16,28,234,80,13.0,0,0,2,0.0,0.0
1731,1706,23,38,23,22,35,41,1,4,18,3,77,80,11.625,15,0,2,0.1875,0.0
1809,1810,38,44,45,46,23,41,1,3,18,3,41,80,12.0875,18,0,2,0.225,0.0
3630,3564,35,48,38,18,41,33,1,0,21,57,189,80,12.1375,21,0,2,0.2625,0.0
2626,2513,25,17,21,45,25,9,1,3,18,38,118,118,12.127118644067796,18,0,2,0.15254237288135594,0.0
1150,1088,39,48,31,42,30,16,1,0,21,66,93,363,13.170798898071626,197,0,2,0.5426997245179064,0.0
3799,3791,10,40,23,33,29,43,1,4,18,23,102,72,11.541666666666666,30,0,2,0.4166666666666667,0.0
2234,2111,23,24,39,23,30,42,1,9,14,61,95,111,12.54054054054054,0,0,2,0.0,0.0
2300,2287,14,19,42,16,33,33,1,0,21,85,217,117,11.675213675213675,20,0,2,0.17094017094017094,0.0
271,72,49,45,18,39,38,34,1,3,16,88,171,133,11.601503759398497,46,1,2,0.3458646616541353,0.007518796992481203
826,927,42,43,39,18,33,31,1,9,11,62,47,80,12.5,0,0,2,0.0,0.0
1825,1961,36,40,19,28,32,38,1,5,12,7,92,117,13.495726495726496,46,2,2,0.39316239316239315,0.017094017094017096
759,736,26,26,33,15,35,42,1,9,14,61,95,80,12.5,0,0,2,0.0,0.0
2663,2571,35,37,22,18,28,9,1,2,18,83,52,80,11.5625,18,0,2,0.225,0.0
1116,1135,13,37,16,33,40,20,1,3,16,82,117,80,11.5,40,0,2,0.5,0.0
3993,3995,44,22,37,13,38,42,1,3,18,36,64,80,12.0125,17,0,2,0.2125,0.0
1617,1635,38,36,41,36,26,34,1,4,16,82,36,80,12.5625,17,0,2,0.2125,0.0
1605,1632,36,45,23,21,26,1,1,2,18,64,67,80,13.1375,39,0,2,0.4875,0.0
3237,3249,40,19,22,42,34,16,1,0,21,84,138,323,12.207430340557275,196,0,2,0.6068111455108359,0.0
2093,2273,48,22,23,23,26,9,1,3,18,18,120,80,13.525,40,0,2,0.5,0.0
2425,2301,39,15,46,20,37,38,1,5,12,19,227,80,11.5,40,0,2,0.5,0.0
1694,1726,38,33,35,23,34,42,1,9,14,54,194,155,11.832258064516129,15,2,2,0.0967741935483871,0.012903225806451613
3600,3627,12,31,33,24,32,33,1,0,21,0,139,80,13.0,0,0,2,0.0,0.0
655,769,40,20,10,29,30,32,1,3,10,1,48,148,12.0,26,2,2,0.17567567567567569,0.013513513513513514
2756,2782,43,36,16,15,33,20,1,0,20,45,195,80,12.5,0,0,2,0.0,0.0
116,52,39,50,40,42,17,22,1,3,10,59,22,138,10.898550724637682,48,1,2,0.34782608695652173,0.007246376811594203
3056,3055,44,33,14,39,32,31,1,8,11,34,214,128,11.203125,45,6,2,0.3515625,0.046875
1841,1943,17,40,21,41,29,23,1,3,18,37,54,80,12.0625,19,0,2,0.2375,0.0
1931,1833,49,19,30,45,32,9,1,4,16,67,130,125,11.216,40,0,2,0.32,0.0
3972,3957,40,13,19,28,28,4,1,4,18,10,110,115,13.043478260869565,0,0,2,0.0,0.0
564,457,32,17,19,19,38,28,1,5,12,8,17,80,13.475,38,0,2,0.475,0.0
3395,3475,21,20,11,39,24,33,1,0,21,85,217,80,11.5125,17,0,2,0.2125,0.0
3858,3814,13,21,43,34,35,32,1,4,10,1,116,80,12.0375,40,0,2,0.5,0.0
3984,3947,22,37,15,41,27,9,1,2,18,18,51,80,13.0,0,0,2,0.0,0.0
2731,2752,37,35,15,33,31,42,1,8,14,61,115,80,13.5,19,0,2,0.2375,0.0
587,466,34,43,16,40,28,6,1,3,18,35,21,121,12.041322314049587,20,0,2,0.1652892561983471,0.0
2772,2756,36,21,26,17,27,40,1,4,18,10,243,80,13.025,0,0,2,0.0,0.0
2453,2320,36,22,21,42,35,38,1,6,12,48,30,80,12.5,0,0,2,0.0,0.0
243,306,17,20,24,25,31,28,1,6,12,15,151,80,12.0,0,0,2,0.0,0.0
362,476,34,37,18,33,30,21,1,2,18,86,53,112,13.285714285714286,40,0,2,0.35714285714285715,0.0
1019,1127,23,19,23,37,26,28,1,5,12,20,121,80,12.1,13,0,2,0.1625,0.0
3518,3641,15,25,13,17,31,23,1,4,18,24,215,80,12.0,0,0,2,0.0,0.0
1534,1565,49,42,26,44,31,4,1,4,18,25,110,127,11.11023622047244,42,0,2,0.33070866141732286,0.0
1608,1578,41,33,15,35,31,41,1,4,18,3,77,110,11.709090909090909,16,0,2,0.14545454545454545,0.0
954,966,33,41,43,38,35,28,1,6,12,49,123,113,13.221238938053098,56,0,2,0.49557522123893805,0.0
1436,1440,30,40,19,42,32,33,1,0,21,12,101,80,13.0,0,0,2,0.0,0.0
2490,2511,38,18,39,40,26,20,1,0,21,84,173,80,12.0,16,0,2,0.2,0.0
2673,2589,28,18,39,10,31,42,1,4,18,72,166,80,12.55,20,0,2,0.25,0.0
658,851,24,22,16,28,27,40,1,4,18,35,4,80,12.525,42,0,2,0.525,0.0
1862,1995,44,37,22,22,29,42,1,9,14,46,185,80,13.0,0,0,2,0.0,0.0
1535,1569,44,23,17,21,28,42,1,8,14,46,73,116,11.448275862068966,20,0,2,0.1724137931034483,0.0
206,63,20,30,23,21,31,41,1,2,18,3,201,112,12.142857142857142,0,0,2,0.0,0.0
2817,2806,43,30,21,23,23,4,1,3,18,64,237,127,10.763779527559056,54,0,2,0.4251968503937008,0.0
1184,1215,12,16,39,20,28,23,1,2,18,17,15,80,12.5625,18,0,2,0.225,0.0
3248,3140,26,21,19,40,31,38,1,5,12,13,178,80,11.0125,40,0,2,0.5,0.0
464,441,40,14,40,13,31,20,1,2,16,88,183,144,13.145833333333334,0,0,2,0.0,0.0
3739,3742,40,21,21,44,21,38,1,5,12,48,55,80,11.5125,40,0,2,0.5,0.0
3039,3026,25,45,50,20,28,26,1,4,10,68,129,110,12.645454545454545,80,0,2,0.7272727272727273,0.0
1721,1769,20,22,44,40,20,7,1,3,10,3,119,80,12.0625,15,0,2,0.1875,0.0
1432,1358,43,41,40,32,32,31,1,8,11,34,214,152,10.394736842105264,60,4,2,0.39473684210526316,0.02631578947368421
2647,2696,39,44,20,41,26,28,1,6,12,15,151,80,12.0125,0,0,2,0.0,0.0
1477,1387,50,24,15,22,30,32,1,2,10,30,223,80,12.5125,0,0,2,0.0,0.0
3459,3442,21,13,43,19,31,5,1,2,16,80,6,80,13.5375,59,0,2,0.7375,0.0
1520,1649,19,24,24,38,31,23,1,2,18,24,104,80,13.0,0,0,2,0.0,0.0
2371,2374,15,31,35,14,31,23,1,4,18,75,11,136,11.867647058823529,42,0,2,0.3088235294117647,0.0
3688,3665,26,35,17,22,37,28,1,5,12,20,121,80,12.0625,17,0,2,0.2125,0.0
1499,1455,39,44,22,41,37,40,1,4,18,10,243,110,13.045454545454545,0,0,2,0.0,0.0
596,675,13,39,41,18,28,43,1,2,18,72,66,114,12.807017543859649,0,0,2,0.0,0.0
1796,2007,18,22,20,14,28,31,1,8,11,62,168,80,12.5875,17,0,2,0.2125,0.0
2166,2262,37,21,17,10,34,38,1,6,12,79,31,80,11.4875,40,0,2,0.5,0.0
3942,3930,25,24,26,33,27,16,1,0,21,84,138,326,11.294478527607362,227,0,2,0.696319018404908,0.0
1660,1615,25,37,15,41,30,38,1,6,12,79,31,80,11.6,40,0,2,0.5,0.0
3591,3624,39,33,44,37,27,31,1,8,11,71,181,80,11.95,40,0,2,0.5,0.0
589,490,43,45,39,10,23,36,1,4,16,6,188,120,13.15,1,32,2,0.008333333333333333,0.26666666666666666
3775,3810,11,22,39,24,30,38,1,5,12,79,202,80,12.55,17,0,2,0.2125,0.0
3231,3199,50,48,39,18,23,23,1,2,18,24,104,80,13.0,0,0,2,0.0,0.0
572,477,21,20,31,23,32,40,1,3,18,35,21,80,12.05,16,0,2,0.2,0.0
1553,1654,30,41,44,17,33,42,1,8,14,54,161,80,12.025,18,0,2,0.225,0.0
2745,2794,14,15,41,37,29,23,1,2,18,14,62,82,12.048780487804878,0,0,2,0.0,0.0
307,125,18,39,39,22,23,21,1,3,18,86,43,110,12.136363636363637,18,0,2,0.16363636363636364,0.0
681,642,30,21,41,19,30,13,1,2,18,64,67,121,12.84297520661157,38,0,2,0.3140495867768595,0.0
2834,2737,36,34,45,17,34,33,1,0,21,85,217,80,11.6,17,0,2,0.2125,0.0
1418,1436,22,18,34,27,30,28,1,5,12,49,145,80,11.525,40,0,2,0.5,0.0
1951,1949,42,36,22,19,26,9,1,4,18,40,212,80,12.0,0,0,2,0.0,0.0
3072,3172,46,40,36,36,25,39,1,5,12,13,148,80,11.0,40,0,2,0.5,0.0
1092,1116,34,35,47,35,36,38,1,5,12,13,178,129,11.023255813953488,42,0,2,0.32558139534883723,0.0
1893,2004,23,27,37,38,27,38,1,6,12,48,30,80,12.5,0,0,2,0.0,0.0
2049,1876,20,26,22,47,19,32,1,4,10,68,129,80,13.025,80,0,2,1.0,0.0
1303,1290,16,18,37,20,21,32,1,4,10,74,80,135,12.8,12,2,2,0.08888888888888889,0.014814814814814815
270,277,30,32,28,35,34,26,1,4,10,51,149,80,11.5125,40,0,2,0.5,0.0
724,765,22,39,22,35,27,1,1,8,11,5,75,113,12.079646017699115,19,0,2,0.168141592920354,0.0
919,699,35,35,46,32,32,40,1,2,18,10,46,90,11.766666666666667,51,1,2,0.5666666666666667,0.011111111111111112
908,634,42,18,13,13,27,21,1,3,18,52,20,80,13.0,80,0,2,1.0,0.0
864,873,34,36,41,39,28,6,1,4,16,82,36,129,12.325581395348838,19,0,2,0.14728682170542637,0.0
1250,1163,16,35,36,28,29,40,1,2,18,22,191,80,11.5,40,0,2,0.5,0.0
2989,3016,36,14,37,21,32,9,1,3,18,25,141,80,12.5375,17,0,2,0.2125,0.0
2765,2744,39,17,26,37,29,32,1,4,10,68,129,80,13.0125,80,0,2,1.0,0.0
3063,3047,27,43,29,42,30,35,1,2,16,28,234,80,13.0,0,0,2,0.0,0.0
1871,1859,30,13,31,41,27,38,1,5,12,79,202,136,12.551470588235293,19,0,2,0.13970588235294118,0.0
1760,1671,45,45,17,38,25,28,1,5,12,27,16,102,11.549019607843137,21,3,2,0.20588235294117646,0.029411764705882353
1233,1195,38,48,21,40,37,42,1,4,18,72,166,80,12.675,18,0,2,0.225,0.0
2075,2075,33,33,11,39,37,9,1,3,18,36,64,80,12.075,19,0,2,0.2375,0.0
3510,3361,35,47,40,47,29,28,1,5,12,65,239,80,11.0,40,0,2,0.5,0.0
2633,2581,33,30,12,43,25,22,1,2,10,1,19,80,13.5,0,0,2,0.0,0.0
72,17,43,34,18,32,35,45,1,3,16,56,226,80,13.0,0,0,2,0.0,0.0
1431,1446,28,35,18,35,26,26,1,3,10,74,172,80,12.025,40,0,2,0.5,0.0
3920,3943,40,30,34,34,27,23,1,2,18,14,62,80,12.0,0,0,2,0.0,0.0
3454,3326,39,14,30,13,35,5,1,2,16,80,6,80,13.5625,54,0,2,0.675,0.0
3996,3986,30,13,44,36,26,38,1,5,12,63,190,80,11.5375,19,0,2,0.2375,0.0
2674,2667,15,43,35,15,35,38,1,5,12,63,190,80,11.5875,16,0,2,0.2,0.0
189,257,10,20,24,16,29,23,1,2,18,24,104,90,13.155555555555555,0,0,2,0.0,0.0
1376,1433,41,37,26,23,27,42,1,8,14,33,35,80,11.6375,13,0,2,0.1625,0.0
1808,1792,36,19,34,12,35,42,1,9,14,61,95,130,12.415384615384616,0,0,2,0.0,0.0
3677,3669,12,37,17,37,42,42,1,9,14,61,95,111,12.558558558558559,0,0,2,0.0,0.0
2250,2124,46,39,39,39,29,9,1,4,18,42,103,80,13.0,0,0,2,0.0,0.0
1429,1371,37,17,18,15,25,13,1,4,18,64,113,80,12.0125,40,0,2,0.5,0.0
63,150,35,18,30,19,33,32,1,2,10,30,223,80,12.5125,0,0,2,0.0,0.0
312,32,48,40,15,10,35,13,1,2,18,10,46,80,12.5125,41,0,2,0.5125,0.0
409,406,35,43,16,26,33,22,1,2,10,30,223,80,12.5,0,0,2,0.0,0.0
1001,1059,33,23,37,20,28,40,1,4,18,10,243,80,13.0,0,0,2,0.0,0.0
791,640,42,22,36,24,37,34,1,2,16,88,24,80,13.0,0,0,2,0.0,0.0
2462,2451,17,17,39,16,24,40,1,2,18,10,46,86,12.162790697674419,48,0,2,0.5581395348837209,0.0
2244,2082,16,17,45,17,34,23,1,2,18,24,104,80,13.0,0,0,2,0.0,0.0
3762,3759,37,41,16,44,35,21,1,4,18,26,198,80,12.0375,40,0,2,0.5,0.0
2363,2345,43,30,38,15,37,42,1,4,18,36,44,134,10.604477611940299,43,0,2,0.3208955223880597,0.0
1047,1032,32,27,27,40,35,34,1,4,16,56,109,80,13.075,0,0,2,0.0,0.0
1190,1154,21,24,21,24,32,31,1,8,11,55,96,80,12.5125,0,0,2,0.0,0.0
1972,1867,37,36,14,40,33,23,1,4,18,23,102,144,11.208333333333334,57,27,2,0.3958333333333333,0.1875
877,714,32,40,24,40,19,4,1,2,18,86,219,80,13.5,40,0,2,0.5,0.0
1807,1903,32,16,35,40,33,38,1,6,12,79,31,82,11.548780487804878,40,0,2,0.4878048780487805,0.0
715,805,15,12,19,18,26,35,1,3,16,28,94,110,11.554545454545455,26,28,2,0.23636363636363636,0.2545454545454545
3223,3102,30,40,24,19,28,35,1,4,16,58,244,111,12.36936936936937,43,0,2,0.38738738738738737,0.0
2362,2310,41,43,39,39,30,9,1,3,18,18,120,175,13.337142857142856,56,49,2,0.32,0.28
3525,3621,18,37,32,20,28,20,1,6,1,3,12,112,13.008928571428571,0,0,2,0.0,0.0
2527,2588,18,50,17,20,29,45,1,4,16,56,109,80,13.2875,0,0,2,0.0,0.0
1359,1469,38,17,48,42,27,28,1,5,12,20,121,80,12.05,16,0,2,0.2,0.0
1363,1472,34,21,42,21,29,34,1,4,16,11,112,110,11.736363636363636,40,0,2,0.36363636363636365,0.0
